State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
2,17104,47,46,35768,2562594840.0,4,1.0,1.0,1.0,1.0,0.0,1.0,1042236000.0,2.5,98.9,60.8,76.2,84.6,77.1,69.0,75.5,14.3,14.5,0.0,98.1,1.3,100.0,147.0,238.0,61.76,68.57,61.64,74.46,0.0,3.0,104.0,2.88,3.77,2.55,5.52,1.0,9.0,98.0,9.18,8.77,5.66,12.94,1.0,0.93,455.0
2,17106,48,47,36401,2515786800.0,5,1.0,1.0,0.0,0.0,0.0,1.0,1042149600.0,2.0,92.6,88.2,72.0,73.0,74.5,69.5,78.0,29.9,9.9,1.4,93.9,3.0,100.0,100.0,161.0,62.11,66.76,59.56,73.45,0.0,5.0,83.0,6.02,4.24,2.91,6.07,1.0,12.0,76.0,15.79,12.74,8.18,19.2,1.0,1.13,433.0
2,17107,49,48,35045,2052804663.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1053550800.0,4.0,99.7,67.9,85.6,87.8,88.9,91.0,85.8,14.3,9.4,0.1,98.5,1.5,98.8,333.0,422.0,78.91,84.76,80.67,88.4,2.0,6.0,191.0,3.14,3.64,2.62,4.97,1.0,28.0,201.0,13.93,12.59,9.11,16.61,1.0,0.99,850.0
2,17109,50,49,35565,2054857341.0,5,1.0,1.0,1.0,1.0,0.0,1.0,1056142800.0,2.5,95.4,42.7,81.1,83.8,84.7,79.9,62.5,15.6,6.8,2.2,84.2,0.5,100.0,129.0,169.0,76.33,80.6,73.78,86.92,1.0,3.0,117.0,2.56,3.7,2.52,5.29,1.0,13.0,96.0,13.54,10.69,7.12,15.68,1.0,0.92,285.0
2,17112,51,50,36545,2512470424.0,4,1.0,1.0,0.0,1.0,0.0,1.0,1056661200.0,2.5,100.0,46.1,74.2,79.8,72.8,76.6,61.9,18.7,19.3,0.6,99.6,1.6,100.0,197.0,245.0,80.41,81.96,76.79,86.46,2.0,3.0,115.0,2.61,3.76,2.67,5.33,1.0,16.0,137.0,11.68,11.9,8.28,17.92,1.0,1.0,522.0
2,17115,52,51,35903,2565382273.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1059080400.0,4.5,99.8,79.8,95.2,90.2,91.7,95.8,92.4,16.6,10.7,0.3,99.8,0.4,100.0,271.0,325.0,83.38,87.06,82.26,90.63,2.0,9.0,141.0,6.38,4.43,3.01,6.35,1.0,20.0,159.0,12.58,12.25,8.99,16.98,1.0,0.97,585.0
2,17116,53,52,36092,3345677710.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1058994000.0,3.5,96.0,46.7,91.1,87.8,88.1,72.2,85.5,16.6,12.8,0.0,92.9,0.2,100.0,304.0,416.0,73.08,80.59,75.81,84.79,1.0,7.0,216.0,3.24,3.65,2.62,5.19,1.0,37.0,241.0,15.35,12.36,9.45,15.67,1.0,1.04,780.0
2,17117,54,53,36853,2568257050.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1059253200.0,3.5,91.1,71.6,87.6,85.3,86.5,84.5,81.3,12.5,11.7,0.1,91.1,0.9,100.0,189.0,249.0,75.9,81.75,76.22,86.86,1.0,1.0,98.0,1.02,3.53,2.52,5.06,1.0,16.0,137.0,11.68,10.74,7.58,15.26,1.0,1.0,590.0
2,17118,55,26,35650,2569742200.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1060894800.0,4.5,99.9,68.6,91.9,92.1,92.1,86.3,90.1,15.6,9.1,0.1,98.5,0.6,99.3,345.0,469.0,73.56,80.78,76.37,84.66,1.0,7.0,205.0,3.41,3.7,2.64,5.08,1.0,37.0,268.0,13.81,12.1,9.0,15.37,1.0,1.07,849.0
2,17119,56,18,35802,2569226650.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1063832400.0,3.5,99.5,75.1,86.4,86.4,87.4,86.7,81.4,15.8,10.2,0.0,99.3,0.4,99.3,1557.0,1924.0,80.93,85.9,84.01,87.74,2.0,44.0,1076.0,4.09,4.22,3.36,5.28,1.0,80.0,874.0,9.15,8.98,7.46,10.87,1.0,0.99,2537.0
2,17121,15,54,36420,3342222172.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1064437200.0,4.0,99.6,68.2,92.5,88.3,88.4,90.4,85.0,14.8,11.4,0.7,99.6,1.0,99.9,352.0,447.0,78.75,85.27,81.08,89.2,2.0,7.0,182.0,3.85,3.92,2.78,5.29,1.0,28.0,300.0,9.33,9.26,6.81,12.5,1.0,0.97,1016.0
2,17123,57,55,36854,3347561950.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1066510800.0,4.5,100.0,66.0,92.5,92.1,90.4,87.8,88.2,16.4,15.2,0.0,99.9,0.7,100.0,362.0,456.0,79.39,85.81,81.89,89.69,2.0,5.0,226.0,2.21,3.45,2.4,4.94,1.0,31.0,235.0,13.19,11.5,8.54,15.63,1.0,0.91,865.0
2,17124,58,56,36360,3347740750.0,3,1.0,1.0,0.0,1.0,1.0,1.0,1066424400.0,3.0,92.4,58.7,82.2,84.3,83.3,70.0,78.2,12.6,16.3,0.0,68.6,0.6,99.4,186.0,236.0,78.81,83.6,77.62,88.38,2.0,0.0,98.0,0.0,3.41,2.29,5.08,1.0,10.0,132.0,7.58,8.59,5.67,13.04,1.0,1.25,378.0
2,17125,59,57,35582,2563562273.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1074376800.0,4.0,99.8,82.3,88.3,91.3,90.2,90.7,85.6,17.6,9.8,0.4,99.5,1.3,99.7,682.0,870.0,78.39,82.97,80.3,85.48,2.0,13.0,380.0,3.42,3.8,2.74,5.18,1.0,68.0,457.0,14.88,13.81,11.34,16.52,0.0,0.99,1809.0
2,17128,60,58,35950,2568785811.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1075586400.0,5.0,99.8,92.9,96.0,93.4,94.4,90.8,97.5,12.2,11.8,0.4,99.7,0.5,99.8,835.0,1094.0,76.33,83.92,81.02,86.46,2.0,16.0,457.0,3.5,3.73,2.7,4.94,1.0,91.0,618.0,14.72,12.5,10.24,15.08,0.0,0.99,3058.0
2,17129,61,59,36830,3348263131.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1080424800.0,4.5,99.5,74.8,91.0,92.4,92.6,91.6,90.3,13.5,12.5,0.0,96.4,1.0,98.3,647.0,807.0,80.17,85.17,82.01,87.88,2.0,17.0,488.0,3.48,3.94,2.95,5.31,1.0,36.0,416.0,8.65,8.85,6.79,11.06,1.0,0.9,1181.0
2,17132,62,60,35121,2052740720.0,3,1.0,1.0,1.0,1.0,0.0,0.0,1086987600.0,4.5,98.8,85.2,97.0,94.3,97.8,93.5,100.0,17.2,11.4,0.0,98.5,2.0,99.8,373.0,509.0,73.28,80.48,76.25,84.19,1.0,9.0,185.0,4.86,4.12,2.98,5.63,1.0,24.0,186.0,12.9,12.17,8.73,16.01,1.0,1.13,882.0
2,17134,63,61,36467,3344932087.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1086901200.0,4.5,100.0,72.5,90.8,91.4,89.4,89.0,88.3,16.2,11.5,0.0,99.8,1.5,99.7,703.0,887.0,79.26,85.99,83.27,88.65,2.0,15.0,347.0,4.32,4.13,3.12,5.5,1.0,53.0,449.0,11.8,10.95,8.85,13.76,1.0,1.01,1630.0
2,17135,64,62,36078,3342836541.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1095973200.0,2.5,95.2,51.4,77.5,77.1,79.5,62.1,76.6,15.2,16.5,0.5,98.5,1.5,100.0,119.0,158.0,75.32,80.91,74.1,87.36,1.0,2.0,70.0,2.86,3.75,2.6,5.49,1.0,9.0,103.0,8.74,9.03,6.02,14.23,1.0,0.88,340.0
2,17136,65,63,36033,3343762286.0,3,1.0,1.0,0.0,0.0,0.0,1.0,1095886800.0,2.0,74.1,43.5,63.4,57.9,70.1,65.4,60.9,7.1,10.9,0.5,76.1,0.8,99.6,73.0,109.0,66.97,70.41,59.77,79.04,1.0,0.0,25.0,0.0,3.76,2.53,5.38,1.0,7.0,64.0,10.94,11.08,6.99,16.87,1.0,0.97,380.0
2,17138,66,27,36037,3343832286.0,3,1.0,1.0,0.0,0.0,1.0,1.0,1097787600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
2,17142,67,64,36502,2513686286.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1107986400.0,4.0,99.0,62.5,93.5,89.5,93.1,88.2,93.0,27.3,10.9,0.0,99.5,0.3,100.0,125.0,171.0,73.1,78.95,72.63,84.55,1.0,1.0,86.0,1.16,3.55,2.53,5.05,1.0,21.0,91.0,23.08,17.16,11.79,24.03,0.0,0.96,403.0
2,17143,68,65,36426,2518675054.0,3,1.0,1.0,1.0,0.0,1.0,1.0,1106172000.0,4.0,100.0,69.5,88.7,91.1,89.8,88.7,86.1,15.6,12.2,0.3,98.1,0.2,100.0,240.0,310.0,77.42,81.28,76.35,85.72,1.0,4.0,126.0,3.17,3.84,2.66,5.41,1.0,34.0,192.0,17.71,16.01,12.38,21.29,0.0,1.03,830.0
2,17145,69,66,35128,2058847202.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1132956000.0,4.5,99.9,69.8,90.4,89.5,93.7,91.1,89.6,17.6,8.8,0.1,98.0,0.5,98.8,920.0,1182.0,77.83,84.21,81.71,86.73,2.0,23.0,688.0,3.34,3.62,2.69,4.81,1.0,100.0,736.0,13.59,11.93,10.0,13.94,1.0,1.01,2265.0
2,17146,70,67,35653,2563310006.0,5,1.0,1.0,0.0,0.0,0.0,1.0,1222549200.0,2.5,99.4,52.7,77.0,84.3,68.3,55.3,73.6,17.5,8.5,0.0,98.8,1.2,100.0,85.0,125.0,68.0,72.05,63.61,80.42,1.0,2.0,64.0,3.13,3.86,2.66,5.64,1.0,6.0,62.0,9.68,10.2,6.0,16.35,1.0,0.99,192.0
2,17147,71,68,36801,3347457966.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1234648800.0,2.5,96.7,71.2,73.5,84.0,85.5,73.2,74.5,14.8,15.3,0.4,99.3,1.3,100.0,238.0,327.0,72.78,79.9,74.22,84.98,1.0,3.0,148.0,2.03,3.61,2.54,5.47,1.0,22.0,192.0,11.46,9.72,7.03,13.39,1.0,1.09,653.0
2,17148,72,69,36532,2519909200.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1270933200.0,4.5,99.3,76.8,90.5,89.2,93.9,90.6,85.6,11.7,11.1,0.1,98.9,0.7,100.0,667.0,835.0,79.88,84.29,81.11,86.94,2.0,19.0,521.0,3.65,4.16,2.97,5.59,1.0,32.0,411.0,7.79,7.83,5.72,10.43,1.0,0.95,1300.0
2,17149,69,21,35243,2053132800.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1278709200.0,4.0,99.7,76.6,88.4,88.2,91.9,90.4,88.7,15.6,9.2,0.2,98.5,0.5,99.3,1364.0,1811.0,75.32,80.34,78.06,82.17,2.0,36.0,818.0,4.4,4.24,3.32,5.34,1.0,128.0,934.0,13.7,13.15,11.39,15.33,0.0,0.96,2893.0
2,17151,15,70,36207,6174819077.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1286053200.0,4.0,99.7,56.4,89.7,84.8,89.0,90.6,80.6,15.0,10.1,0.4,97.8,1.1,100.0,265.0,380.0,69.74,75.77,70.81,80.38,1.0,2.0,140.0,1.43,3.38,2.37,4.79,1.0,17.0,198.0,8.59,8.06,5.64,11.64,1.0,0.96,811.0
2,17152,15,33,35150,6174819077.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1286053200.0,4.0,99.8,84.4,91.7,88.6,91.5,89.3,85.0,15.0,13.8,0.6,96.9,2.4,99.0,151.0,196.0,77.04,83.3,76.71,88.81,2.0,6.0,77.0,7.79,4.24,2.97,6.08,1.0,10.0,129.0,7.75,8.79,5.74,13.35,1.0,1.03,495.0
2,17153,73,71,35124,2056850421.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1331935200.0,3.5,97.2,69.6,84.9,87.5,85.8,85.1,82.1,13.6,9.5,0.2,98.5,0.9,97.6,1791.0,2496.0,71.75,79.26,77.33,80.87,2.0,63.0,1110.0,5.68,4.96,3.97,6.09,0.0,146.0,1356.0,10.77,9.47,8.01,10.87,1.0,1.01,6278.0
2,17154,16,72,35173,2056553707.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1361052000.0,4.5,99.7,88.1,92.6,87.4,95.3,90.9,88.5,13.5,7.4,0.1,99.5,0.2,99.7,245.0,341.0,71.85,77.71,72.06,82.12,1.0,2.0,174.0,1.15,3.35,2.39,4.62,1.0,15.0,188.0,7.98,8.23,5.73,11.15,1.0,0.99,455.0
2,17155,14,13,36606,2513410707.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1391292000.0,3.5,84.9,54.1,89.5,85.8,90.2,90.4,89.0,16.1,11.7,0.2,98.4,0.6,98.7,297.0,389.0,76.35,79.95,75.48,83.47,1.0,6.0,176.0,3.41,3.85,2.67,5.49,1.0,22.0,205.0,10.73,11.03,7.87,14.95,1.0,0.97,636.0
2,17157,74,68,36801,3348877234.0,3,1.0,1.0,1.0,1.0,0.0,0.0,1457215200.0,4.0,99.4,43.4,87.6,86.2,91.6,89.3,87.9,12.6,15.5,0.0,97.8,0.6,96.3,271.0,407.0,66.58,71.4,66.31,75.73,0.0,3.0,151.0,1.99,3.64,2.39,5.09,1.0,27.0,220.0,12.27,11.49,8.3,15.23,1.0,1.01,755.0
2,17158,75,39,35967,6174819077.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1467925200.0,4.5,100.0,69.6,91.0,90.0,95.2,89.4,86.1,13.1,12.2,0.5,99.6,1.9,99.1,806.0,1087.0,74.15,77.39,74.85,80.06,1.0,6.0,309.0,1.94,3.39,2.43,4.65,1.0,59.0,624.0,9.46,10.13,8.04,12.34,1.0,0.97,2447.0
2,17159,16,14,36303,8662050818.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1469221200.0,4.5,99.9,47.1,93.6,92.7,91.7,89.6,88.4,16.5,14.4,0.1,90.2,1.6,97.8,584.0,839.0,69.61,76.78,73.18,79.84,1.0,10.0,360.0,2.78,3.49,2.57,4.58,1.0,70.0,429.0,16.32,14.81,12.09,18.11,0.0,1.07,1906.0
2,17160,27,55,36854,3347686225.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1473454800.0,4.0,98.3,44.0,86.9,87.6,90.2,81.3,96.0,12.3,13.1,0.0,99.8,1.7,99.3,309.0,397.0,77.83,85.85,81.55,89.94,2.0,4.0,212.0,1.89,3.39,2.39,4.88,1.0,22.0,218.0,10.09,8.96,6.45,12.43,1.0,1.09,868.0
2,17161,15,18,35806,2568813266.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1489269600.0,4.5,99.6,69.7,94.8,91.1,89.9,90.1,91.6,15.9,11.8,0.0,96.2,0.6,99.6,597.0,920.0,64.89,71.03,68.01,74.47,0.0,9.0,252.0,3.57,3.79,2.71,5.18,1.0,45.0,613.0,7.34,6.98,5.42,8.89,2.0,1.16,1851.0
2,17163,76,73,36460,8663340260.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1491685200.0,5.0,100.0,58.2,94.4,93.3,100.0,100.0,93.3,18.0,16.5,0.0,99.8,0.6,99.8,247.0,314.0,78.66,82.15,76.38,86.58,1.0,0.0,89.0,0.0,3.36,2.35,4.81,1.0,20.0,177.0,11.3,12.9,9.16,17.75,1.0,0.92,687.0
2,17164,20,14,36303,3349442290.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1519423200.0,4.0,99.9,87.2,87.8,87.3,86.4,86.9,85.2,14.2,9.0,0.3,98.4,0.8,99.6,616.0,817.0,75.4,81.02,77.99,83.82,2.0,9.0,290.0,3.1,3.77,2.69,5.3,1.0,48.0,472.0,10.17,9.97,8.13,12.53,1.0,1.0,1750.0
2,17165,77,74,35630,2567661817.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1523134800.0,4.5,99.9,69.3,93.4,93.9,95.7,88.3,93.8,16.1,14.4,0.1,97.9,1.3,97.3,610.0,859.0,71.01,76.08,72.79,79.25,1.0,7.0,314.0,2.23,3.35,2.46,4.65,1.0,67.0,489.0,13.7,13.09,10.51,16.48,0.0,1.02,1897.0
2,17166,15,48,35045,2057559926.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1557349200.0,4.0,100.0,61.2,87.7,86.4,84.3,88.5,87.1,19.9,10.7,0.0,99.1,0.7,100.0,164.0,232.0,70.69,77.27,71.02,82.69,1.0,7.0,98.0,7.14,4.42,2.99,6.56,1.0,20.0,141.0,14.18,11.38,7.64,15.96,1.0,1.06,544.0
2,17167,15,66,35125,2053388440.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1558126800.0,5.0,100.0,89.1,95.6,92.8,96.7,92.2,95.9,14.3,5.5,0.0,100.0,1.5,100.0,164.0,255.0,64.31,70.2,63.27,75.73,0.0,1.0,69.0,1.45,3.7,2.52,5.34,1.0,17.0,156.0,10.9,10.08,6.92,14.19,1.0,1.04,574.0
2,17168,15,13,36609,2513160917.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1558213200.0,4.5,99.9,93.4,91.6,87.9,95.2,99.9,87.3,15.0,9.1,0.4,99.4,0.4,99.7,396.0,551.0,71.87,75.04,71.38,78.56,1.0,5.0,217.0,2.3,3.62,2.48,5.04,1.0,34.0,297.0,11.45,11.92,9.28,15.37,1.0,0.93,1037.0
2,17170,15,75,35501,2052215234.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1567371600.0,4.5,99.8,75.3,100.0,100.0,96.8,91.8,90.2,15.7,12.2,0.8,98.9,2.8,99.5,270.0,374.0,72.19,78.78,73.34,83.41,1.0,2.0,149.0,1.34,3.44,2.36,5.01,1.0,35.0,244.0,14.34,12.32,9.45,15.87,1.0,1.1,1088.0
2,17171,15,36,35055,2567392992.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1567198800.0,5.0,99.9,89.5,100.0,100.0,100.0,97.1,100.0,19.6,9.0,0.2,98.5,1.4,100.0,378.0,556.0,67.99,75.87,71.81,80.12,1.0,6.0,167.0,3.59,3.81,2.69,5.45,1.0,35.0,361.0,9.7,8.31,6.46,10.71,1.0,1.05,1490.0
2,17175,14,76,35071,2052244545.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1684702800.0,4.0,94.3,56.6,91.5,91.7,90.3,87.4,94.5,17.0,13.0,0.5,95.7,1.2,99.4,371.0,522.0,71.07,76.87,72.6,80.58,1.0,7.0,230.0,3.04,3.66,2.63,5.0,1.0,30.0,269.0,11.15,10.85,8.0,14.53,1.0,1.01,839.0
2,17176,22,18,35806,6174819077.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1686344400.0,3.0,96.7,71.7,80.0,83.9,83.1,80.1,78.2,11.6,9.8,0.3,96.9,0.8,93.6,550.0,840.0,65.48,71.28,67.93,75.1,0.0,20.0,270.0,7.41,4.92,3.76,6.61,1.0,40.0,437.0,9.15,8.46,6.63,10.95,1.0,0.93,2006.0
2,17177,78,74,35630,2562469972.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1691874000.0,4.0,98.9,73.7,91.1,95.0,88.8,88.2,88.4,18.4,11.7,0.7,100.0,1.7,93.2,284.0,458.0,62.01,70.74,65.81,75.45,0.0,9.0,148.0,6.08,4.19,2.97,5.82,1.0,31.0,302.0,10.26,8.75,6.81,11.47,1.0,0.97,1482.0
2,17178,79,18,35802,6174819077.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1765749600.0,3.5,99.3,86.0,87.8,85.7,85.3,87.4,81.8,11.7,7.8,0.5,99.7,0.6,100.0,327.0,449.0,72.83,79.73,74.62,83.61,1.0,4.0,143.0,2.8,3.68,2.48,5.19,1.0,30.0,319.0,9.4,8.88,6.56,12.06,1.0,0.99,1001.0
2,17179,79,60,35121,6174819077.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1764540000.0,3.0,97.3,83.0,79.1,81.4,80.8,89.5,79.9,11.3,10.7,0.2,99.6,1.0,99.9,551.0,774.0,71.19,76.19,72.82,79.28,1.0,13.0,288.0,4.51,4.27,3.11,5.92,1.0,29.0,446.0,6.5,6.84,5.01,9.12,2.0,0.98,1335.0
2,17180,79,24,36526,6174819077.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1766181600.0,4.0,98.9,78.7,87.3,89.8,90.7,92.8,85.3,14.4,7.7,0.4,99.9,2.2,99.8,232.0,305.0,76.07,77.96,73.02,81.85,1.0,1.0,83.0,1.2,3.64,2.46,5.12,1.0,14.0,197.0,7.11,9.62,6.5,14.27,1.0,1.0,499.0
2,17182,22,77,35078,2052353232.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1786914000.0,3.0,93.9,79.0,78.0,80.9,84.2,83.9,83.1,14.3,8.7,0.2,99.3,0.9,99.4,389.0,526.0,73.95,80.56,76.81,83.96,2.0,8.0,298.0,2.68,3.54,2.55,4.96,1.0,20.0,250.0,8.0,8.48,5.82,11.82,1.0,1.04,957.0
2,17300,80,78,35473,8662978253.0,3,1.0,1.0,1.0,1.0,1.0,1.0,527115600.0,4.0,99.9,75.0,90.7,89.5,91.1,88.4,87.6,16.6,9.5,0.0,98.9,0.7,99.0,1396.0,1920.0,72.71,79.3,77.3,81.19,2.0,38.0,775.0,4.9,4.36,3.47,5.61,1.0,127.0,1059.0,11.99,11.45,9.85,13.2,1.0,1.04,3730.0
2,17305,81,70,36205,2568202503.0,3,1.0,1.0,1.0,1.0,1.0,1.0,621982800.0,4.5,99.8,61.0,89.7,91.4,92.8,89.8,87.9,15.2,10.0,0.1,96.0,0.6,96.7,3317.0,4325.0,76.69,82.64,81.28,84.14,2.0,39.0,1532.0,2.55,2.94,2.3,3.71,2.0,249.0,2429.0,10.25,10.15,9.06,11.17,1.0,1.02,7791.0
2,17307,15,79,36867,3342976900.0,3,1.0,1.0,1.0,1.0,1.0,1.0,704667600.0,3.5,100.0,78.8,85.1,82.4,84.2,90.6,80.6,15.3,11.7,0.4,98.7,2.2,99.7,338.0,460.0,73.48,76.7,72.52,80.81,1.0,3.0,164.0,1.83,3.52,2.37,4.87,1.0,32.0,241.0,13.28,14.03,10.36,18.81,0.0,0.94,923.0
2,17319,82,8,36109,3342720313.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1075413600.0,4.5,99.7,79.5,91.6,93.2,92.6,96.9,89.6,15.8,8.5,0.5,99.5,0.9,96.2,983.0,1339.0,73.41,79.73,76.74,82.21,2.0,23.0,621.0,3.7,3.76,2.83,4.97,1.0,80.0,652.0,12.27,11.65,9.76,14.04,1.0,1.05,2151.0
2,17320,83,32,36701,3348752550.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1004216400.0,5.0,100.0,74.7,91.0,94.8,91.1,93.0,89.6,14.0,13.0,0.0,99.6,0.3,98.7,993.0,1365.0,72.75,80.94,78.38,83.35,2.0,17.0,522.0,3.26,3.31,2.5,4.29,1.0,66.0,661.0,9.98,9.2,7.62,11.31,1.0,0.93,2652.0
2,17323,84,73,36461,2517437328.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1109800800.0,1.5,90.6,42.3,68.9,74.3,68.7,63.2,61.4,22.2,12.1,0.3,70.7,1.1,91.1,113.0,193.0,58.55,62.73,55.45,69.37,0.0,0.0,65.0,0.0,3.61,2.4,5.03,1.0,18.0,126.0,14.29,13.78,9.47,19.44,1.0,0.98,751.0
2,17324,14,42,36081,6174819077.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1352498400.0,3.5,98.2,63.1,83.8,84.5,85.8,84.4,85.4,13.6,12.4,0.6,98.4,0.6,98.5,1697.0,2316.0,73.27,79.5,77.73,81.36,2.0,28.0,1136.0,2.46,3.04,2.41,3.9,1.0,140.0,1239.0,11.3,10.78,9.41,12.58,1.0,1.03,4713.0
2,17326,14,16,35601,6174819077.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1318194000.0,3.5,96.5,63.6,87.7,87.6,87.7,86.7,88.5,15.8,11.6,0.2,98.8,1.2,99.0,1667.0,2240.0,74.42,81.19,79.16,83.17,2.0,33.0,1066.0,3.1,3.46,2.69,4.52,1.0,158.0,1205.0,13.11,12.12,10.61,13.85,0.0,1.01,4703.0
2,17327,85,75,35501,2052952434.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1438376400.0,5.0,100.0,57.7,92.4,96.0,94.2,93.1,86.6,14.1,7.3,0.2,98.2,1.2,99.4,249.0,322.0,77.33,82.49,77.99,86.89,2.0,4.0,176.0,2.27,3.56,2.57,5.18,1.0,21.0,186.0,11.29,11.32,8.17,15.77,1.0,1.05,516.0
2,17328,86,65,36426,2518091717.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1452895200.0,5.0,100.0,82.4,91.3,94.7,98.1,93.1,92.9,15.0,12.4,0.0,99.0,0.4,99.6,288.0,377.0,76.39,80.35,75.99,84.67,1.0,3.0,103.0,2.91,3.76,2.67,5.27,1.0,18.0,186.0,9.68,10.41,7.44,14.99,1.0,1.03,817.0
<<<<<<< HEAD
2,17831,87,80,36344,3346842259.0,4,1.0,1.0,0.0,0.0,1.0,1.0,204760800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
2,17878,88,51,35901,6174819077.0,3,1.0,1.0,1.0,1.0,1.0,0.0,1850158800.0,4.0,99.3,63.2,93.2,91.2,90.7,89.2,85.9,15.0,11.2,0.5,99.1,0.5,95.4,172.0,230.0,74.78,81.9,75.09,87.51,1.0,6.0,93.0,6.45,4.27,2.99,6.07,1.0,9.0,121.0,7.44,8.59,5.36,12.72,1.0,1.01,642.0
