State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
2,17109,50,49,35565,2054857341,5,Yes,Yes,Yes,Yes,No,Yes,1056142800.0,2.5,95.4,42.7,81.1,83.8,84.7,79.9,62.5,15.6,6.8,2.2,84.2,0.5,100.0,129,169,76.33,80.60,73.78,86.92,Same As National Rate,3,117,2.56,3.70,2.52,5.29,Same As National Rate,13,96,13.54,10.69,7.12,15.68,Same As National Rate,0.92,285
2,17112,51,50,36545,2512470424,4,Yes,Yes,No,Yes,No,Yes,1056661200.0,2.5,100.0,46.1,74.2,79.8,72.8,76.6,61.9,18.7,19.3,0.6,99.6,1.6,100.0,197,245,80.41,81.96,76.79,86.46,Better Than National Rate,3,115,2.61,3.76,2.67,5.33,Same As National Rate,16,137,11.68,11.90,8.28,17.92,Same As National Rate,1.00,522
2,17115,52,51,35903,2565382273,3,Yes,Yes,Yes,Yes,Yes,Yes,1059080400.0,4.5,99.8,79.8,95.2,90.2,91.7,95.8,92.4,16.6,10.7,0.3,99.8,0.4,100.0,271,325,83.38,87.06,82.26,90.63,Better Than National Rate,9,141,6.38,4.43,3.01,6.35,Same As National Rate,20,159,12.58,12.25,8.99,16.98,Same As National Rate,0.97,585
2,17116,53,52,36092,3345677710,3,Yes,Yes,Yes,Yes,No,Yes,1058994000.0,3.5,96.0,46.7,91.1,87.8,88.1,72.2,85.5,16.6,12.8,0.0,92.9,0.2,100.0,304,416,73.08,80.59,75.81,84.79,Same As National Rate,7,216,3.24,3.65,2.62,5.19,Same As National Rate,37,241,15.35,12.36,9.45,15.67,Same As National Rate,1.04,780
2,17117,54,53,36853,2568257050,3,Yes,Yes,Yes,Yes,Yes,Yes,1059253200.0,3.5,91.1,71.6,87.6,85.3,86.5,84.5,81.3,12.5,11.7,0.1,91.1,0.9,100.0,189,249,75.90,81.75,76.22,86.86,Same As National Rate,1,98,1.02,3.53,2.52,5.06,Same As National Rate,16,137,11.68,10.74,7.58,15.26,Same As National Rate,1.00,590
2,17118,55,26,35650,2569742200,3,Yes,Yes,Yes,Yes,Yes,Yes,1060894800.0,4.5,99.9,68.6,91.9,92.1,92.1,86.3,90.1,15.6,9.1,0.1,98.5,0.6,99.3,345,469,73.56,80.78,76.37,84.66,Same As National Rate,7,205,3.41,3.70,2.64,5.08,Same As National Rate,37,268,13.81,12.10,9.00,15.37,Same As National Rate,1.07,849
2,17119,56,18,35802,2569226650,3,Yes,Yes,Yes,Yes,Yes,Yes,1063832400.0,3.5,99.5,75.1,86.4,86.4,87.4,86.7,81.4,15.8,10.2,0.0,99.3,0.4,99.3,"1,557","1,924",80.93,85.90,84.01,87.74,Better Than National Rate,44,"1,076",4.09,4.22,3.36,5.28,Same As National Rate,80,874,9.15,8.98,7.46,10.87,Same As National Rate,0.99,"2,537"
2,17121,15,54,36420,3342222172,3,Yes,Yes,Yes,Yes,No,Yes,1064437200.0,4.0,99.6,68.2,92.5,88.3,88.4,90.4,85.0,14.8,11.4,0.7,99.6,1.0,99.9,352,447,78.75,85.27,81.08,89.20,Better Than National Rate,7,182,3.85,3.92,2.78,5.29,Same As National Rate,28,300,9.33,9.26,6.81,12.50,Same As National Rate,0.97,"1,016"
2,17123,57,55,36854,3347561950,3,Yes,Yes,Yes,Yes,Yes,Yes,1066510800.0,4.5,100.0,66.0,92.5,92.1,90.4,87.8,88.2,16.4,15.2,0.0,99.9,0.7,100.0,362,456,79.39,85.81,81.89,89.69,Better Than National Rate,5,226,2.21,3.45,2.40,4.94,Same As National Rate,31,235,13.19,11.50,8.54,15.63,Same As National Rate,0.91,865
2,17124,58,56,36360,3347740750,3,Yes,Yes,No,Yes,Yes,Yes,1066424400.0,3.0,92.4,58.7,82.2,84.3,83.3,70.0,78.2,12.6,16.3,0.0,68.6,0.6,99.4,186,236,78.81,83.60,77.62,88.38,Better Than National Rate,0,98,0.00,3.41,2.29,5.08,Same As National Rate,10,132,7.58,8.59,5.67,13.04,Same As National Rate,1.25,378
2,17125,59,57,35582,2563562273,3,Yes,Yes,Yes,Yes,Yes,Yes,1074376800.0,4.0,99.8,82.3,88.3,91.3,90.2,90.7,85.6,17.6,9.8,0.4,99.5,1.3,99.7,682,870,78.39,82.97,80.30,85.48,Better Than National Rate,13,380,3.42,3.80,2.74,5.18,Same As National Rate,68,457,14.88,13.81,11.34,16.52,Worse Than National Rate,0.99,"1,809"
2,17128,60,58,35950,2568785811,3,Yes,Yes,Yes,Yes,Yes,Yes,1075586400.0,5.0,99.8,92.9,96.0,93.4,94.4,90.8,97.5,12.2,11.8,0.4,99.7,0.5,99.8,835,"1,094",76.33,83.92,81.02,86.46,Better Than National Rate,16,457,3.50,3.73,2.70,4.94,Same As National Rate,91,618,14.72,12.50,10.24,15.08,Worse Than National Rate,0.99,"3,058"
2,17129,61,59,36830,3348263131,3,Yes,Yes,Yes,Yes,Yes,Yes,1080424800.0,4.5,99.5,74.8,91.0,92.4,92.6,91.6,90.3,13.5,12.5,0.0,96.4,1.0,98.3,647,807,80.17,85.17,82.01,87.88,Better Than National Rate,17,488,3.48,3.94,2.95,5.31,Same As National Rate,36,416,8.65,8.85,6.79,11.06,Same As National Rate,0.90,"1,181"
2,17132,62,60,35121,2052740720,3,Yes,Yes,Yes,Yes,No,No,1086987600.0,4.5,98.8,85.2,97.0,94.3,97.8,93.5,100.0,17.2,11.4,0.0,98.5,2.0,99.8,373,509,73.28,80.48,76.25,84.19,Same As National Rate,9,185,4.86,4.12,2.98,5.63,Same As National Rate,24,186,12.90,12.17,8.73,16.01,Same As National Rate,1.13,882
2,17134,63,61,36467,3344932087,3,Yes,Yes,Yes,Yes,Yes,Yes,1086901200.0,4.5,100.0,72.5,90.8,91.4,89.4,89.0,88.3,16.2,11.5,0.0,99.8,1.5,99.7,703,887,79.26,85.99,83.27,88.65,Better Than National Rate,15,347,4.32,4.13,3.12,5.50,Same As National Rate,53,449,11.80,10.95,8.85,13.76,Same As National Rate,1.01,"1,630"
2,17135,64,62,36078,3342836541,3,Yes,Yes,Yes,Yes,Yes,Yes,1095973200.0,2.5,95.2,51.4,77.5,77.1,79.5,62.1,76.6,15.2,16.5,0.5,98.5,1.5,100.0,119,158,75.32,80.91,74.10,87.36,Same As National Rate,2,70,2.86,3.75,2.60,5.49,Same As National Rate,9,103,8.74,9.03,6.02,14.23,Same As National Rate,0.88,340
2,17136,65,63,36033,3343762286,3,Yes,Yes,No,No,No,Yes,1095886800.0,2.0,74.1,43.5,63.4,57.9,70.1,65.4,60.9,7.1,10.9,0.5,76.1,0.8,99.6,73,109,66.97,70.41,59.77,79.04,Same As National Rate,0,25,0.00,3.76,2.53,5.38,Same As National Rate,7,64,10.94,11.08,6.99,16.87,Same As National Rate,0.97,380
2,17138,66,27,36037,3343832286,3,Yes,Yes,No,No,Yes,Yes,1097787600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,17142,67,64,36502,2513686286,3,Yes,Yes,Yes,Yes,Yes,Yes,1107986400.0,4.0,99.0,62.5,93.5,89.5,93.1,88.2,93.0,27.3,10.9,0.0,99.5,0.3,100.0,125,171,73.10,78.95,72.63,84.55,Same As National Rate,1,86,1.16,3.55,2.53,5.05,Same As National Rate,21,91,23.08,17.16,11.79,24.03,Worse Than National Rate,0.96,403
2,17143,68,65,36426,2518675054,3,Yes,Yes,Yes,No,Yes,Yes,1106172000.0,4.0,100.0,69.5,88.7,91.1,89.8,88.7,86.1,15.6,12.2,0.3,98.1,0.2,100.0,240,310,77.42,81.28,76.35,85.72,Same As National Rate,4,126,3.17,3.84,2.66,5.41,Same As National Rate,34,192,17.71,16.01,12.38,21.29,Worse Than National Rate,1.03,830
2,17145,69,66,35128,2058847202,3,Yes,Yes,Yes,Yes,Yes,Yes,1132956000.0,4.5,99.9,69.8,90.4,89.5,93.7,91.1,89.6,17.6,8.8,0.1,98.0,0.5,98.8,920,"1,182",77.83,84.21,81.71,86.73,Better Than National Rate,23,688,3.34,3.62,2.69,4.81,Same As National Rate,100,736,13.59,11.93,10.00,13.94,Same As National Rate,1.01,"2,265"
2,17146,70,67,35653,2563310006,5,Yes,Yes,No,No,No,Yes,1222549200.0,2.5,99.4,52.7,77.0,84.3,68.3,55.3,73.6,17.5,8.5,0.0,98.8,1.2,100.0,85,125,68.00,72.05,63.61,80.42,Same As National Rate,2,64,3.13,3.86,2.66,5.64,Same As National Rate,6,62,9.68,10.20,6.00,16.35,Same As National Rate,0.99,192
2,17147,71,68,36801,3347457966,3,Yes,Yes,Yes,Yes,Yes,Yes,1234648800.0,2.5,96.7,71.2,73.5,84.0,85.5,73.2,74.5,14.8,15.3,0.4,99.3,1.3,100.0,238,327,72.78,79.90,74.22,84.98,Same As National Rate,3,148,2.03,3.61,2.54,5.47,Same As National Rate,22,192,11.46,9.72,7.03,13.39,Same As National Rate,1.09,653
2,17148,72,69,36532,2519909200,3,Yes,Yes,Yes,Yes,Yes,Yes,1270933200.0,4.5,99.3,76.8,90.5,89.2,93.9,90.6,85.6,11.7,11.1,0.1,98.9,0.7,100.0,667,835,79.88,84.29,81.11,86.94,Better Than National Rate,19,521,3.65,4.16,2.97,5.59,Same As National Rate,32,411,7.79,7.83,5.72,10.43,Same As National Rate,0.95,"1,300"
2,17149,69,21,35243,2053132800,3,Yes,Yes,Yes,Yes,Yes,Yes,1278709200.0,4.0,99.7,76.6,88.4,88.2,91.9,90.4,88.7,15.6,9.2,0.2,98.5,0.5,99.3,"1,364","1,811",75.32,80.34,78.06,82.17,Better Than National Rate,36,818,4.40,4.24,3.32,5.34,Same As National Rate,128,934,13.70,13.15,11.39,15.33,Worse Than National Rate,0.96,"2,893"
2,17151,15,70,36207,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1286053200.0,4.0,99.7,56.4,89.7,84.8,89.0,90.6,80.6,15.0,10.1,0.4,97.8,1.1,100.0,265,380,69.74,75.77,70.81,80.38,Same As National Rate,2,140,1.43,3.38,2.37,4.79,Same As National Rate,17,198,8.59,8.06,5.64,11.64,Same As National Rate,0.96,811
2,17152,15,33,35150,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1286053200.0,4.0,99.8,84.4,91.7,88.6,91.5,89.3,85.0,15.0,13.8,0.6,96.9,2.4,99.0,151,196,77.04,83.30,76.71,88.81,Better Than National Rate,6,77,7.79,4.24,2.97,6.08,Same As National Rate,10,129,7.75,8.79,5.74,13.35,Same As National Rate,1.03,495
2,17153,73,71,35124,2056850421,3,Yes,Yes,Yes,Yes,Yes,Yes,1331935200.0,3.5,97.2,69.6,84.9,87.5,85.8,85.1,82.1,13.6,9.5,0.2,98.5,0.9,97.6,"1,791","2,496",71.75,79.26,77.33,80.87,Better Than National Rate,63,"1,110",5.68,4.96,3.97,6.09,Worse Than National Rate,146,"1,356",10.77,9.47,8.01,10.87,Same As National Rate,1.01,"6,278"
2,17154,16,72,35173,2056553707,3,Yes,Yes,Yes,Yes,Yes,Yes,1361052000.0,4.5,99.7,88.1,92.6,87.4,95.3,90.9,88.5,13.5,7.4,0.1,99.5,0.2,99.7,245,341,71.85,77.71,72.06,82.12,Same As National Rate,2,174,1.15,3.35,2.39,4.62,Same As National Rate,15,188,7.98,8.23,5.73,11.15,Same As National Rate,0.99,455
2,17155,14,13,36606,2513410707,3,Yes,Yes,Yes,Yes,Yes,Yes,1391292000.0,3.5,84.9,54.1,89.5,85.8,90.2,90.4,89.0,16.1,11.7,0.2,98.4,0.6,98.7,297,389,76.35,79.95,75.48,83.47,Same As National Rate,6,176,3.41,3.85,2.67,5.49,Same As National Rate,22,205,10.73,11.03,7.87,14.95,Same As National Rate,0.97,636
2,17157,74,68,36801,3348877234,3,Yes,Yes,Yes,Yes,No,No,1457215200.0,4.0,99.4,43.4,87.6,86.2,91.6,89.3,87.9,12.6,15.5,0.0,97.8,0.6,96.3,271,407,66.58,71.40,66.31,75.73,Worse Than National Rate,3,151,1.99,3.64,2.39,5.09,Same As National Rate,27,220,12.27,11.49,8.30,15.23,Same As National Rate,1.01,755
2,17158,75,39,35967,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1467925200.0,4.5,100.0,69.6,91.0,90.0,95.2,89.4,86.1,13.1,12.2,0.5,99.6,1.9,99.1,806,"1,087",74.15,77.39,74.85,80.06,Same As National Rate,6,309,1.94,3.39,2.43,4.65,Same As National Rate,59,624,9.46,10.13,8.04,12.34,Same As National Rate,0.97,"2,447"
2,17159,16,14,36303,8662050818,3,Yes,Yes,Yes,Yes,Yes,Yes,1469221200.0,4.5,99.9,47.1,93.6,92.7,91.7,89.6,88.4,16.5,14.4,0.1,90.2,1.6,97.8,584,839,69.61,76.78,73.18,79.84,Same As National Rate,10,360,2.78,3.49,2.57,4.58,Same As National Rate,70,429,16.32,14.81,12.09,18.11,Worse Than National Rate,1.07,"1,906"
2,17160,27,55,36854,3347686225,3,Yes,Yes,Yes,Yes,Yes,Yes,1473454800.0,4.0,98.3,44.0,86.9,87.6,90.2,81.3,96.0,12.3,13.1,0.0,99.8,1.7,99.3,309,397,77.83,85.85,81.55,89.94,Better Than National Rate,4,212,1.89,3.39,2.39,4.88,Same As National Rate,22,218,10.09,8.96,6.45,12.43,Same As National Rate,1.09,868
2,17161,15,18,35806,2568813266,3,Yes,Yes,Yes,Yes,Yes,Yes,1489269600.0,4.5,99.6,69.7,94.8,91.1,89.9,90.1,91.6,15.9,11.8,0.0,96.2,0.6,99.6,597,920,64.89,71.03,68.01,74.47,Worse Than National Rate,9,252,3.57,3.79,2.71,5.18,Same As National Rate,45,613,7.34,6.98,5.42,8.89,Better Than National Rate,1.16,"1,851"
2,17163,76,73,36460,8663340260,3,Yes,Yes,Yes,Yes,Yes,Yes,1491685200.0,5.0,100.0,58.2,94.4,93.3,100.0,100.0,93.3,18.0,16.5,0.0,99.8,0.6,99.8,247,314,78.66,82.15,76.38,86.58,Same As National Rate,0,89,0.00,3.36,2.35,4.81,Same As National Rate,20,177,11.30,12.90,9.16,17.75,Same As National Rate,0.92,687
2,17164,20,14,36303,3349442290,3,Yes,Yes,Yes,Yes,Yes,Yes,1519423200.0,4.0,99.9,87.2,87.8,87.3,86.4,86.9,85.2,14.2,9.0,0.3,98.4,0.8,99.6,616,817,75.40,81.02,77.99,83.82,Better Than National Rate,9,290,3.10,3.77,2.69,5.30,Same As National Rate,48,472,10.17,9.97,8.13,12.53,Same As National Rate,1.00,"1,750"
2,17165,77,74,35630,2567661817,3,Yes,Yes,Yes,Yes,Yes,Yes,1523134800.0,4.5,99.9,69.3,93.4,93.9,95.7,88.3,93.8,16.1,14.4,0.1,97.9,1.3,97.3,610,859,71.01,76.08,72.79,79.25,Same As National Rate,7,314,2.23,3.35,2.46,4.65,Same As National Rate,67,489,13.70,13.09,10.51,16.48,Worse Than National Rate,1.02,"1,897"
2,17166,15,48,35045,2057559926,3,Yes,Yes,Yes,Yes,Yes,Yes,1557349200.0,4.0,100.0,61.2,87.7,86.4,84.3,88.5,87.1,19.9,10.7,0.0,99.1,0.7,100.0,164,232,70.69,77.27,71.02,82.69,Same As National Rate,7,98,7.14,4.42,2.99,6.56,Same As National Rate,20,141,14.18,11.38,7.64,15.96,Same As National Rate,1.06,544
2,17167,15,66,35125,2053388440,3,Yes,Yes,Yes,Yes,Yes,Yes,1558126800.0,5.0,100.0,89.1,95.6,92.8,96.7,92.2,95.9,14.3,5.5,0.0,100.0,1.5,100.0,164,255,64.31,70.20,63.27,75.73,Worse Than National Rate,1,69,1.45,3.70,2.52,5.34,Same As National Rate,17,156,10.90,10.08,6.92,14.19,Same As National Rate,1.04,574
2,17168,15,13,36609,2513160917,3,Yes,Yes,Yes,Yes,Yes,Yes,1558213200.0,4.5,99.9,93.4,91.6,87.9,95.2,99.9,87.3,15.0,9.1,0.4,99.4,0.4,99.7,396,551,71.87,75.04,71.38,78.56,Same As National Rate,5,217,2.30,3.62,2.48,5.04,Same As National Rate,34,297,11.45,11.92,9.28,15.37,Same As National Rate,0.93,"1,037"
2,17170,15,75,35501,2052215234,3,Yes,Yes,Yes,Yes,Yes,Yes,1567371600.0,4.5,99.8,75.3,100.0,100.0,96.8,91.8,90.2,15.7,12.2,0.8,98.9,2.8,99.5,270,374,72.19,78.78,73.34,83.41,Same As National Rate,2,149,1.34,3.44,2.36,5.01,Same As National Rate,35,244,14.34,12.32,9.45,15.87,Same As National Rate,1.10,"1,088"
2,17171,15,36,35055,2567392992,3,Yes,Yes,Yes,Yes,Yes,Yes,1567198800.0,5.0,99.9,89.5,100.0,100.0,100.0,97.1,100.0,19.6,9.0,0.2,98.5,1.4,100.0,378,556,67.99,75.87,71.81,80.12,Same As National Rate,6,167,3.59,3.81,2.69,5.45,Same As National Rate,35,361,9.70,8.31,6.46,10.71,Same As National Rate,1.05,"1,490"
2,17175,14,76,35071,2052244545,3,Yes,Yes,Yes,Yes,Yes,Yes,1684702800.0,4.0,94.3,56.6,91.5,91.7,90.3,87.4,94.5,17.0,13.0,0.5,95.7,1.2,99.4,371,522,71.07,76.87,72.60,80.58,Same As National Rate,7,230,3.04,3.66,2.63,5.00,Same As National Rate,30,269,11.15,10.85,8.00,14.53,Same As National Rate,1.01,839
2,17176,22,18,35806,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1686344400.0,3.0,96.7,71.7,80.0,83.9,83.1,80.1,78.2,11.6,9.8,0.3,96.9,0.8,93.6,550,840,65.48,71.28,67.93,75.10,Worse Than National Rate,20,270,7.41,4.92,3.76,6.61,Same As National Rate,40,437,9.15,8.46,6.63,10.95,Same As National Rate,0.93,"2,006"
2,17177,78,74,35630,2562469972,3,Yes,Yes,Yes,Yes,Yes,Yes,1691874000.0,4.0,98.9,73.7,91.1,95.0,88.8,88.2,88.4,18.4,11.7,0.7,100.0,1.7,93.2,284,458,62.01,70.74,65.81,75.45,Worse Than National Rate,9,148,6.08,4.19,2.97,5.82,Same As National Rate,31,302,10.26,8.75,6.81,11.47,Same As National Rate,0.97,"1,482"
2,17178,79,18,35802,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1765749600.0,3.5,99.3,86.0,87.8,85.7,85.3,87.4,81.8,11.7,7.8,0.5,99.7,0.6,100.0,327,449,72.83,79.73,74.62,83.61,Same As National Rate,4,143,2.80,3.68,2.48,5.19,Same As National Rate,30,319,9.40,8.88,6.56,12.06,Same As National Rate,0.99,"1,001"
2,17179,79,60,35121,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1764540000.0,3.0,97.3,83.0,79.1,81.4,80.8,89.5,79.9,11.3,10.7,0.2,99.6,1.0,99.9,551,774,71.19,76.19,72.82,79.28,Same As National Rate,13,288,4.51,4.27,3.11,5.92,Same As National Rate,29,446,6.50,6.84,5.01,9.12,Better Than National Rate,0.98,"1,335"
2,17180,79,24,36526,-,3,Yes,Yes,Yes,Yes,No,Yes,1766181600.0,4.0,98.9,78.7,87.3,89.8,90.7,92.8,85.3,14.4,7.7,0.4,99.9,2.2,99.8,232,305,76.07,77.96,73.02,81.85,Same As National Rate,1,83,1.20,3.64,2.46,5.12,Same As National Rate,14,197,7.11,9.62,6.50,14.27,Same As National Rate,1.00,499
2,17182,22,77,35078,2052353232,3,Yes,Yes,Yes,Yes,Yes,Yes,1786914000.0,3.0,93.9,79.0,78.0,80.9,84.2,83.9,83.1,14.3,8.7,0.2,99.3,0.9,99.4,389,526,73.95,80.56,76.81,83.96,Better Than National Rate,8,298,2.68,3.54,2.55,4.96,Same As National Rate,20,250,8.00,8.48,5.82,11.82,Same As National Rate,1.04,957
2,17300,80,78,35473,8662978253,3,Yes,Yes,Yes,Yes,Yes,Yes,527115600.0,4.0,99.9,75.0,90.7,89.5,91.1,88.4,87.6,16.6,9.5,0.0,98.9,0.7,99.0,"1,396","1,920",72.71,79.30,77.30,81.19,Better Than National Rate,38,775,4.90,4.36,3.47,5.61,Same As National Rate,127,"1,059",11.99,11.45,9.85,13.20,Same As National Rate,1.04,"3,730"
2,17305,81,70,36205,2568202503,3,Yes,Yes,Yes,Yes,Yes,Yes,621982800.0,4.5,99.8,61.0,89.7,91.4,92.8,89.8,87.9,15.2,10.0,0.1,96.0,0.6,96.7,"3,317","4,325",76.69,82.64,81.28,84.14,Better Than National Rate,39,"1,532",2.55,2.94,2.30,3.71,Better Than National Rate,249,"2,429",10.25,10.15,9.06,11.17,Same As National Rate,1.02,"7,791"
2,17307,15,79,36867,3342976900,3,Yes,Yes,Yes,Yes,Yes,Yes,704667600.0,3.5,100.0,78.8,85.1,82.4,84.2,90.6,80.6,15.3,11.7,0.4,98.7,2.2,99.7,338,460,73.48,76.70,72.52,80.81,Same As National Rate,3,164,1.83,3.52,2.37,4.87,Same As National Rate,32,241,13.28,14.03,10.36,18.81,Worse Than National Rate,0.94,923
2,17319,82,8,36109,3342720313,3,Yes,Yes,Yes,Yes,Yes,Yes,1075413600.0,4.5,99.7,79.5,91.6,93.2,92.6,96.9,89.6,15.8,8.5,0.5,99.5,0.9,96.2,983,"1,339",73.41,79.73,76.74,82.21,Better Than National Rate,23,621,3.70,3.76,2.83,4.97,Same As National Rate,80,652,12.27,11.65,9.76,14.04,Same As National Rate,1.05,"2,151"
2,17320,83,32,36701,3348752550,3,Yes,Yes,Yes,Yes,Yes,Yes,1004216400.0,5.0,100.0,74.7,91.0,94.8,91.1,93.0,89.6,14.0,13.0,0.0,99.6,0.3,98.7,993,"1,365",72.75,80.94,78.38,83.35,Better Than National Rate,17,522,3.26,3.31,2.50,4.29,Same As National Rate,66,661,9.98,9.20,7.62,11.31,Same As National Rate,0.93,"2,652"
2,17323,84,73,36461,2517437328,4,Yes,Yes,Yes,Yes,Yes,Yes,1109800800.0,1.5,90.6,42.3,68.9,74.3,68.7,63.2,61.4,22.2,12.1,0.3,70.7,1.1,91.1,113,193,58.55,62.73,55.45,69.37,Worse Than National Rate,0,65,0.00,3.61,2.40,5.03,Same As National Rate,18,126,14.29,13.78,9.47,19.44,Same As National Rate,0.98,751
2,17324,14,42,36081,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1352498400.0,3.5,98.2,63.1,83.8,84.5,85.8,84.4,85.4,13.6,12.4,0.6,98.4,0.6,98.5,"1,697","2,316",73.27,79.50,77.73,81.36,Better Than National Rate,28,"1,136",2.46,3.04,2.41,3.90,Same As National Rate,140,"1,239",11.30,10.78,9.41,12.58,Same As National Rate,1.03,"4,713"
2,17326,14,16,35601,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1318194000.0,3.5,96.5,63.6,87.7,87.6,87.7,86.7,88.5,15.8,11.6,0.2,98.8,1.2,99.0,"1,667","2,240",74.42,81.19,79.16,83.17,Better Than National Rate,33,"1,066",3.10,3.46,2.69,4.52,Same As National Rate,158,"1,205",13.11,12.12,10.61,13.85,Worse Than National Rate,1.01,"4,703"
2,17327,85,75,35501,2052952434,3,Yes,Yes,Yes,Yes,Yes,Yes,1438376400.0,5.0,100.0,57.7,92.4,96.0,94.2,93.1,86.6,14.1,7.3,0.2,98.2,1.2,99.4,249,322,77.33,82.49,77.99,86.89,Better Than National Rate,4,176,2.27,3.56,2.57,5.18,Same As National Rate,21,186,11.29,11.32,8.17,15.77,Same As National Rate,1.05,516
2,17328,86,65,36426,2518091717,3,Yes,Yes,Yes,Yes,No,Yes,1452895200.0,5.0,100.0,82.4,91.3,94.7,98.1,93.1,92.9,15.0,12.4,0.0,99.0,0.4,99.6,288,377,76.39,80.35,75.99,84.67,Same As National Rate,3,103,2.91,3.76,2.67,5.27,Same As National Rate,18,186,9.68,10.41,7.44,14.99,Same As National Rate,1.03,817
2,17831,87,80,36344,3346842259,4,Yes,Yes,No,No,Yes,Yes,204757200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,17878,88,51,35901,-,3,Yes,Yes,Yes,Yes,Yes,No,1850158800.0,4.0,99.3,63.2,93.2,91.2,90.7,89.2,85.9,15.0,11.2,0.5,99.1,0.5,95.4,172,230,74.78,81.90,75.09,87.51,Same As National Rate,6,93,6.45,4.27,2.99,6.07,Same As National Rate,9,121,7.44,8.59,5.36,12.72,Same As National Rate,1.01,642
2,17879,89,81,35470,2056090276,3,Yes,Yes,Yes,Yes,Yes,Yes,1872622800.0,3.0,99.7,59.6,73.8,87.2,77.6,80.2,75.7,8.5,3.7,0.8,99.0,1.0,99.3,147,203,72.41,79.08,72.58,85.34,Same As National Rate,8,79,10.13,4.59,3.29,6.28,Same As National Rate,10,113,8.85,9.67,6.32,14.85,Same As National Rate,0.93,596
2,17880,78,82,35758,2567246870,6,-,-,-,-,-,-,1988834400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,47001,90,83,72207,5016644933,1,Yes,Yes,Yes,Yes,No,Yes,204757200.0,4.0,98.2,73.8,87.4,89.3,90.2,89.2,82.5,14.6,13.6,0.8,95.5,0.8,94.3,432,584,73.97,80.26,76.51,83.59,Same As National Rate,10,283,3.53,3.78,2.73,5.36,Same As National Rate,34,254,13.39,12.10,9.32,16.07,Same As National Rate,1.05,911
3,47004,91,84,72451,8702397152,5,Yes,Yes,No,Yes,Yes,Yes,333666000.0,3.5,99.8,69.8,85.5,86.5,91.5,81.3,78.1,17.6,11.3,0.0,99.8,1.3,100.0,319,404,78.96,84.61,80.49,88.55,Better Than National Rate,11,228,4.82,4.04,2.86,5.52,Same As National Rate,21,227,9.25,8.56,6.05,11.73,Same As National Rate,1.17,634
3,47006,92,85,71913,5013186800,1,Yes,Yes,Yes,Yes,Yes,Yes,522536400.0,4.0,99.0,90.6,87.5,89.1,91.0,89.9,82.6,14.5,8.5,0.2,99.3,0.5,100.0,693,924,75.00,79.21,76.43,82.04,Same As National Rate,25,535,4.67,4.29,3.28,5.51,Same As National Rate,77,495,15.56,14.45,11.83,17.38,Worse Than National Rate,1.06,"1,454"
